event_id,transaction_id,store_id,customer_id,amount,payment_method,status,event_type,risk_type,severity,risk_score,risk_reason
EVT-1172,TXN-1172,1,CUST-569,472.11,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1173,TXN-1173,3,CUST-612,367.19,GIFT_CARD,REFUNDED,REFUND_INITIATED,Refund Event,Medium,65,Refund event detected and should be reviewed for policy compliance.
EVT-1174,TXN-1174,5,CUST-888,531.27,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1175,TXN-1175,3,CUST-602,34.84,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1176,TXN-1176,3,CUST-308,23.58,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1177,TXN-1177,8,CUST-149,262.94,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1178,TXN-1178,3,CUST-445,505.46,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1179,TXN-1179,2,CUST-133,116.52,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1180,TXN-1180,10,CUST-495,467.21,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1181,TXN-1181,3,CUST-747,238.25,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1182,TXN-1182,4,CUST-298,578.47,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1183,TXN-1183,10,CUST-713,172.2,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1184,TXN-1184,8,CUST-975,505.14,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1185,TXN-1185,3,CUST-255,214.74,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1186,TXN-1186,5,CUST-444,306.27,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1187,TXN-1187,3,CUST-505,39.71,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1188,TXN-1188,2,CUST-325,74.91,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1189,TXN-1189,1,CUST-920,14.89,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1190,TXN-1190,4,CUST-487,378.97,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1191,TXN-1191,3,CUST-663,224.45,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1192,TXN-1192,1,CUST-256,579.13,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1193,TXN-1193,4,CUST-551,119.98,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1194,TXN-1194,10,CUST-732,277.67,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1195,TXN-1195,6,CUST-541,345.11,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1196,TXN-1196,8,CUST-256,435.83,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1197,TXN-1197,3,CUST-768,398.11,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1198,TXN-1198,4,CUST-761,299.7,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1199,TXN-1199,4,CUST-393,415.93,CASH,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1200,TXN-1200,1,CUST-913,529.59,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1201,TXN-1201,6,CUST-295,315.35,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1202,TXN-1202,1,CUST-219,29.22,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1203,TXN-1203,5,CUST-563,251.9,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1204,TXN-1204,6,CUST-230,162.48,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1205,TXN-1205,2,CUST-403,531.46,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1206,TXN-1206,2,CUST-186,270.41,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1207,TXN-1207,10,CUST-355,192.14,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-1208,TXN-1208,4,CUST-676,113.44,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1209,TXN-1209,1,CUST-811,21.42,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1210,TXN-1210,5,CUST-223,487.59,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1211,TXN-1211,8,CUST-702,250.39,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1212,TXN-1212,3,CUST-447,101.75,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1213,TXN-1213,5,CUST-567,389.43,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1214,TXN-1214,1,CUST-879,218.62,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1215,TXN-1215,10,CUST-252,365.36,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1216,TXN-1216,5,CUST-262,549.52,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1217,TXN-1217,6,CUST-618,44.84,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1218,TXN-1218,9,CUST-253,300.19,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1219,TXN-1219,6,CUST-895,453.15,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1220,TXN-1220,10,CUST-617,595.96,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1221,TXN-1221,3,CUST-452,446.7,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1222,TXN-1222,2,CUST-709,562.67,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1223,TXN-1223,2,CUST-515,86.72,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1224,TXN-1224,7,CUST-762,323.5,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1225,TXN-1225,4,CUST-615,545.67,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1226,TXN-1226,8,CUST-309,585.84,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1227,TXN-1227,4,CUST-677,159.29,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1228,TXN-1228,1,CUST-230,34.68,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1229,TXN-1229,3,CUST-577,350.97,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1230,TXN-1230,9,CUST-953,253.09,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1231,TXN-1231,4,CUST-338,457.88,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1232,TXN-1232,5,CUST-509,142.69,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1233,TXN-1233,3,CUST-561,355.04,CASH,REFUNDED,REFUND_INITIATED,Refund Event,Medium,65,Refund event detected and should be reviewed for policy compliance.
EVT-1234,TXN-1234,4,CUST-618,478.18,CARD,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1235,TXN-1235,3,CUST-995,47.92,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1236,TXN-1236,2,CUST-991,393.46,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1237,TXN-1237,1,CUST-749,194.87,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1238,TXN-1238,10,CUST-487,250.32,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1239,TXN-1239,4,CUST-580,112.0,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1240,TXN-1240,10,CUST-988,582.89,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1241,TXN-1241,9,CUST-421,165.18,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1242,TXN-1242,7,CUST-153,132.62,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1243,TXN-1243,10,CUST-108,244.47,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1244,TXN-1244,4,CUST-356,303.28,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1245,TXN-1245,4,CUST-690,144.38,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1246,TXN-1246,6,CUST-387,392.8,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1247,TXN-1247,4,CUST-150,141.19,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1248,TXN-1248,4,CUST-410,280.82,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1249,TXN-1249,4,CUST-666,510.17,MOBILE_WALLET,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1250,TXN-1250,3,CUST-793,348.2,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1251,TXN-1251,1,CUST-765,198.92,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1252,TXN-1252,7,CUST-969,447.04,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1253,TXN-1253,10,CUST-682,371.1,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1254,TXN-1254,7,CUST-131,312.96,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1255,TXN-1255,1,CUST-416,287.8,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1256,TXN-1256,9,CUST-569,580.43,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1257,TXN-1257,3,CUST-574,20.93,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1258,TXN-1258,3,CUST-370,205.22,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1259,TXN-1259,2,CUST-458,511.86,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1260,TXN-1260,4,CUST-328,588.99,CASH,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1261,TXN-1261,10,CUST-716,47.37,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1262,TXN-1262,1,CUST-594,575.59,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1263,TXN-1263,4,CUST-286,220.19,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1264,TXN-1264,3,CUST-672,37.74,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1265,TXN-1265,5,CUST-904,66.8,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1266,TXN-1266,5,CUST-524,433.28,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1267,TXN-1267,2,CUST-546,416.05,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1268,TXN-1268,5,CUST-987,532.14,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1269,TXN-1269,5,CUST-908,514.86,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1270,TXN-1270,2,CUST-455,286.82,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1271,TXN-1271,3,CUST-411,117.0,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1272,TXN-1272,8,CUST-216,245.15,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1273,TXN-1273,5,CUST-165,125.33,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1274,TXN-1274,4,CUST-457,435.12,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1275,TXN-1275,3,CUST-135,387.17,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1276,TXN-1276,6,CUST-788,183.91,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1277,TXN-1277,6,CUST-368,457.24,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1278,TXN-1278,10,CUST-311,210.8,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1279,TXN-1279,7,CUST-693,229.7,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1280,TXN-1280,2,CUST-116,455.13,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1281,TXN-1281,1,CUST-424,251.9,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1282,TXN-1282,1,CUST-238,589.49,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1283,TXN-1283,3,CUST-555,228.06,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1284,TXN-1284,6,CUST-822,349.96,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1285,TXN-1285,3,CUST-966,145.91,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1286,TXN-1286,5,CUST-144,226.8,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1287,TXN-1287,7,CUST-502,380.0,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1288,TXN-1288,1,CUST-166,359.83,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1289,TXN-1289,1,CUST-951,550.15,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1290,TXN-1290,7,CUST-483,68.22,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1291,TXN-1291,4,CUST-994,481.32,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1292,TXN-1292,9,CUST-704,368.58,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1293,TXN-1293,2,CUST-106,402.57,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1294,TXN-1294,1,CUST-903,183.78,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1295,TXN-1295,1,CUST-942,214.25,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1296,TXN-1296,8,CUST-826,374.36,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1297,TXN-1297,9,CUST-194,82.55,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1298,TXN-1298,8,CUST-330,183.05,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1299,TXN-1299,9,CUST-620,48.1,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1300,TXN-1300,5,CUST-552,173.88,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1301,TXN-1301,1,CUST-630,95.55,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1302,TXN-1302,6,CUST-755,386.3,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1303,TXN-1303,8,CUST-866,198.56,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1304,TXN-1304,7,CUST-929,135.57,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1305,TXN-1305,7,CUST-764,238.89,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1306,TXN-1306,4,CUST-297,267.59,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1307,TXN-1307,8,CUST-221,233.71,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1308,TXN-1308,6,CUST-639,510.87,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1309,TXN-1309,9,CUST-693,188.88,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1310,TXN-1310,8,CUST-567,512.04,CASH,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1311,TXN-1311,1,CUST-968,229.1,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1312,TXN-1312,1,CUST-303,557.69,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1313,TXN-1313,1,CUST-977,82.05,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1314,TXN-1314,10,CUST-551,396.93,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1315,TXN-1315,10,CUST-264,583.28,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1316,TXN-1316,9,CUST-639,212.91,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1317,TXN-1317,4,CUST-776,510.68,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1318,TXN-1318,5,CUST-610,395.25,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1319,TXN-1319,8,CUST-394,406.46,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1320,TXN-1320,4,CUST-750,314.94,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1321,TXN-1321,2,CUST-553,369.8,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1322,TXN-1322,5,CUST-672,87.17,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1323,TXN-1323,4,CUST-279,372.5,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1324,TXN-1324,3,CUST-637,549.98,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1325,TXN-1325,8,CUST-126,92.07,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1326,TXN-1326,2,CUST-666,456.01,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1327,TXN-1327,7,CUST-981,254.67,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1328,TXN-1328,3,CUST-706,84.57,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1329,TXN-1329,1,CUST-275,545.07,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1330,TXN-1330,9,CUST-896,77.14,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1331,TXN-1331,10,CUST-742,121.71,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1332,TXN-1332,6,CUST-325,131.75,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1333,TXN-1333,7,CUST-907,593.48,MOBILE_WALLET,REFUNDED,REFUND_INITIATED,Refund Event,Medium,65,Refund event detected and should be reviewed for policy compliance.
EVT-1334,TXN-1334,8,CUST-679,526.15,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1335,TXN-1335,8,CUST-764,428.15,CASH,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1336,TXN-1336,1,CUST-425,101.63,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1337,TXN-1337,7,CUST-986,302.38,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1338,TXN-1338,1,CUST-103,400.7,MOBILE_WALLET,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1339,TXN-1339,9,CUST-130,320.99,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1340,TXN-1340,6,CUST-521,160.35,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1341,TXN-1341,5,CUST-821,435.75,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1342,TXN-1342,5,CUST-806,324.12,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1343,TXN-1343,5,CUST-311,262.09,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1344,TXN-1344,2,CUST-668,296.26,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
