event_id,transaction_id,store_id,customer_id,amount,payment_method,status,event_type,risk_type,severity,risk_score,risk_reason
EVT-1345,TXN-1345,7,CUST-707,143.48,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1346,TXN-1346,8,CUST-811,315.77,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1347,TXN-1347,5,CUST-408,559.53,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1348,TXN-1348,1,CUST-833,399.46,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1349,TXN-1349,4,CUST-810,236.86,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1350,TXN-1350,4,CUST-951,304.07,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1351,TXN-1351,4,CUST-989,31.79,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1352,TXN-1352,1,CUST-419,167.15,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1353,TXN-1353,4,CUST-632,518.65,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1354,TXN-1354,3,CUST-666,180.84,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1355,TXN-1355,9,CUST-218,47.39,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1356,TXN-1356,4,CUST-455,229.09,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1357,TXN-1357,10,CUST-832,70.02,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-1358,TXN-1358,1,CUST-931,256.65,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1359,TXN-1359,5,CUST-184,322.77,CASH,REFUNDED,REFUND_INITIATED,Refund Event,Medium,65,Refund event detected and should be reviewed for policy compliance.
EVT-1360,TXN-1360,8,CUST-120,250.16,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1361,TXN-1361,1,CUST-773,182.26,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1362,TXN-1362,6,CUST-540,249.62,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1363,TXN-1363,2,CUST-848,222.74,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1364,TXN-1364,9,CUST-559,384.42,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1365,TXN-1365,8,CUST-936,373.73,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1366,TXN-1366,1,CUST-498,434.9,GIFT_CARD,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1367,TXN-1367,8,CUST-992,290.65,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1368,TXN-1368,8,CUST-433,224.71,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1369,TXN-1369,1,CUST-284,99.75,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1370,TXN-1370,7,CUST-833,78.85,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1371,TXN-1371,10,CUST-389,585.28,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1372,TXN-1372,1,CUST-439,396.75,CASH,REFUNDED,REFUND_INITIATED,Refund Event,Medium,65,Refund event detected and should be reviewed for policy compliance.
EVT-1373,TXN-1373,9,CUST-196,171.61,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1374,TXN-1374,3,CUST-610,233.6,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1375,TXN-1375,10,CUST-981,183.27,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1376,TXN-1376,7,CUST-439,436.97,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1377,TXN-1377,10,CUST-830,27.1,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1378,TXN-1378,2,CUST-259,561.74,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1379,TXN-1379,9,CUST-242,244.07,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1380,TXN-1380,7,CUST-455,34.23,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1381,TXN-1381,7,CUST-602,464.65,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1382,TXN-1382,8,CUST-361,73.8,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1383,TXN-1383,3,CUST-487,599.17,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1384,TXN-1384,8,CUST-488,19.69,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1385,TXN-1385,2,CUST-647,93.81,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1386,TXN-1386,2,CUST-365,285.6,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1387,TXN-1387,10,CUST-487,24.46,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1388,TXN-1388,3,CUST-898,544.1,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1389,TXN-1389,8,CUST-461,590.59,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1390,TXN-1390,6,CUST-697,523.34,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1391,TXN-1391,10,CUST-625,107.68,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1392,TXN-1392,5,CUST-556,490.5,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1393,TXN-1393,6,CUST-715,564.9,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1394,TXN-1394,5,CUST-447,433.7,GIFT_CARD,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1395,TXN-1395,5,CUST-797,421.81,MOBILE_WALLET,FAILED,PAYMENT_FAILED,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1396,TXN-1396,8,CUST-755,421.11,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1397,TXN-1397,6,CUST-900,482.87,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1398,TXN-1398,8,CUST-540,81.16,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1399,TXN-1399,1,CUST-292,406.58,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1400,TXN-1400,2,CUST-416,337.21,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1401,TXN-1401,8,CUST-535,265.71,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1402,TXN-1402,1,CUST-806,563.01,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1403,TXN-1403,10,CUST-320,177.65,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1404,TXN-1404,7,CUST-793,503.52,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1405,TXN-1405,4,CUST-468,440.69,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1406,TXN-1406,4,CUST-482,33.91,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1407,TXN-1407,1,CUST-824,147.96,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1408,TXN-1408,10,CUST-444,231.88,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1409,TXN-1409,3,CUST-919,319.32,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1410,TXN-1410,4,CUST-864,302.45,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1411,TXN-1411,6,CUST-504,479.45,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1412,TXN-1412,6,CUST-759,38.19,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-1413,TXN-1413,9,CUST-441,462.27,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1414,TXN-1414,6,CUST-950,420.35,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1415,TXN-1415,5,CUST-567,309.55,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1416,TXN-1416,5,CUST-817,230.57,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1417,TXN-1417,8,CUST-603,31.48,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1418,TXN-1418,7,CUST-744,70.11,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1419,TXN-1419,1,CUST-999,427.26,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1420,TXN-1420,4,CUST-601,51.41,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1421,TXN-1421,1,CUST-348,355.76,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1422,TXN-1422,8,CUST-973,240.8,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1423,TXN-1423,5,CUST-633,317.67,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1424,TXN-1424,1,CUST-232,188.82,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1425,TXN-1425,6,CUST-601,553.34,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1426,TXN-1426,1,CUST-674,234.39,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1427,TXN-1427,10,CUST-989,387.34,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1428,TXN-1428,3,CUST-667,142.29,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1429,TXN-1429,8,CUST-927,75.45,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1430,TXN-1430,7,CUST-300,465.05,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1431,TXN-1431,2,CUST-281,496.19,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1432,TXN-1432,5,CUST-408,485.37,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1433,TXN-1433,7,CUST-590,149.63,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1434,TXN-1434,1,CUST-157,488.1,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1435,TXN-1435,9,CUST-256,25.81,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1436,TXN-1436,4,CUST-600,430.31,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1437,TXN-1437,10,CUST-872,519.8,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1438,TXN-1438,10,CUST-753,61.29,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1439,TXN-1439,1,CUST-681,321.85,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1440,TXN-1440,6,CUST-878,322.45,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1441,TXN-1441,5,CUST-419,476.27,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1442,TXN-1442,6,CUST-617,306.99,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1443,TXN-1443,1,CUST-912,102.52,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1444,TXN-1444,3,CUST-294,588.71,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1445,TXN-1445,5,CUST-689,373.13,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1446,TXN-1446,2,CUST-848,358.5,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1447,TXN-1447,4,CUST-500,258.93,MOBILE_WALLET,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1448,TXN-1448,10,CUST-892,531.75,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1449,TXN-1449,3,CUST-414,287.06,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1450,TXN-1450,5,CUST-330,487.72,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1451,TXN-1451,2,CUST-528,229.4,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1452,TXN-1452,10,CUST-332,366.59,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-1453,TXN-1453,9,CUST-638,372.47,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1454,TXN-1454,3,CUST-514,253.1,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1455,TXN-1455,7,CUST-998,154.53,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1456,TXN-1456,6,CUST-338,324.47,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1457,TXN-1457,1,CUST-531,598.89,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-1458,TXN-1458,2,CUST-714,156.5,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1459,TXN-1459,9,CUST-280,89.18,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1460,TXN-1460,3,CUST-346,256.01,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1461,TXN-1461,3,CUST-888,566.44,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1462,TXN-1462,7,CUST-558,432.26,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1463,TXN-1463,1,CUST-842,282.54,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1464,TXN-1464,2,CUST-402,111.5,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1465,TXN-1465,10,CUST-530,331.03,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1466,TXN-1466,9,CUST-377,363.87,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1467,TXN-1467,6,CUST-735,338.17,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1468,TXN-1468,1,CUST-856,202.58,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1469,TXN-1469,6,CUST-315,595.21,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1470,TXN-1470,5,CUST-541,427.14,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1471,TXN-1471,4,CUST-677,75.85,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1472,TXN-1472,5,CUST-635,179.24,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1473,TXN-1473,7,CUST-615,184.73,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1474,TXN-1474,2,CUST-693,282.17,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1475,TXN-1475,9,CUST-568,409.57,CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1476,TXN-1476,2,CUST-129,592.07,CARD,REFUNDED,REFUND_INITIATED,Refund Event,Medium,65,Refund event detected and should be reviewed for policy compliance.
EVT-1477,TXN-1477,10,CUST-367,590.75,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1478,TXN-1478,3,CUST-604,165.39,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1479,TXN-1479,8,CUST-515,109.19,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1480,TXN-1480,3,CUST-848,261.93,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1481,TXN-1481,6,CUST-736,401.01,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1482,TXN-1482,3,CUST-676,549.23,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1483,TXN-1483,8,CUST-460,289.81,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1484,TXN-1484,5,CUST-770,318.4,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1485,TXN-1485,4,CUST-963,447.74,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1486,TXN-1486,7,CUST-614,223.18,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1487,TXN-1487,1,CUST-612,208.38,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1488,TXN-1488,6,CUST-943,547.32,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1489,TXN-1489,8,CUST-226,260.48,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1490,TXN-1490,5,CUST-985,179.64,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1491,TXN-1491,8,CUST-547,248.47,CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1492,TXN-1492,9,CUST-355,355.18,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1493,TXN-1493,3,CUST-434,106.88,CARD,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1494,TXN-1494,5,CUST-809,402.77,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1495,TXN-1495,10,CUST-684,385.93,CASH,SUCCESS,PAYMENT_SUCCESS,Normal,Low,0,No risk detected
EVT-1496,TXN-1496,1,CUST-371,569.44,CASH,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1497,TXN-1497,1,CUST-421,514.2,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,High-Value Transaction,High,75,Transaction amount exceeds high-value threshold and may require review.
EVT-1498,TXN-1498,9,CUST-551,347.51,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-1499,TXN-1499,3,CUST-643,334.71,GIFT_CARD,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-1500,TXN-1500,8,CUST-865,7.69,CASH,FAILED,PAYMENT_FAILED,Failed Payment,Medium,60,Payment transaction failed and may require retry or customer follow-up.
EVT-DUP-6066,TXN-1110,3,CUST-338,460.81,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-1476,TXN-1084,1,CUST-914,431.09,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-3774,TXN-1207,10,CUST-355,192.14,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-4228,TXN-1060,6,CUST-431,299.13,CARD,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-7139,TXN-1457,1,CUST-531,598.89,GIFT_CARD,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-4321,TXN-1498,9,CUST-551,347.51,MOBILE_WALLET,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-9046,TXN-1452,10,CUST-332,366.59,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-1159,TXN-1153,1,CUST-428,356.5,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-3858,TXN-1412,6,CUST-759,38.19,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
EVT-DUP-1643,TXN-1357,10,CUST-832,70.02,CASH,SUCCESS,PAYMENT_SUCCESS,Duplicate Transaction,High,85,Same transaction ID appears multiple times and may indicate duplicate charge.
